Table Index,Row Index,Original English,Thai Translation,Status
1,2174,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2175,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2176,Select…,เลือก…,Translated
1,2177,Air pollution,มลพิษทางอากาศ,Translated
1,2178,Water/sanitation pollution,มลพิษทางน้ำ/สุขาภิบาล,Translated
1,2179,Soil/land contamination,การปนเปื้อนในดิน/ดิน,Translated
1,2180,SUBMIT,ส่งข้อมูล,Translated
1,2181,SUBMIT,ส่งข้อมูล,Translated
1,2182,SUBMIT,ส่งข้อมูล,Translated
1,2183,Select ,เลือก,Translated
1,2184,NEXT,NEXT,Skipped/Protected
1,2185, to continue.,เพื่อดำเนินการต่อ,Translated
1,2186,"Professor Malee: In this sector, several activities take place, including open waste disposal, waste collection, landfilling, incineration, and composting or anaerobic digestion.  ",ศาสตราจารย์มาลี: ในภาคนี้มีกิจกรรมหลายอย่างเกิดขึ้น รวมถึงการกำจัดขยะแบบเปิด การเก็บขยะ การฝังกลบ การเผา และการทำปุ๋ยหมักหรือการย่อยแบบไม่ใช้ออกซิเจน,Translated
1,2187, , ,Skipped/Protected
1,2188,"While these activities may appear independent, within a holistic system they are closely interconnected and lead to multiple impacts, such as the clogging of sewer systems—often due to plastics and unmanaged waste; greenhouse gas emissions from waste collection vehicles that rely on fossil fuels; leachate from landfills contaminating water bodies; bottom ash, fly ash, and dioxins produced through incineration; and changes in soil nutrients, particularly from composting and disposal.  ",แม้ว่ากิจกรรมเหล่านี้อาจดูเป็นอิสระ แต่ภายในระบบองค์รวม กิจกรรมเหล่านี้เชื่อมโยงกันอย่างใกล้ชิดและนำไปสู่ผลกระทบหลายประการ เช่น การอุดตันของระบบท่อระบายน้ำ ซึ่งมักเกิดจากพลาสติกและของเสียที่ไม่มีการจัดการ การปล่อยก๊าซเรือนกระจกจากรถเก็บขยะที่ใช้เชื้อเพลิงฟอสซิล น้ำชะขยะจากหลุมฝังกลบที่ปนเปื้อนแหล่งน้ำ เถ้าด้านล่าง เถ้าลอย และไดออกซินที่เกิดขึ้นจากการเผา และการเปลี่ยนแปลงธาตุอาหารในดิน โดยเฉพาะจากการทำปุ๋ยหมักและการกำจัด,Translated
1,2189, , ,Skipped/Protected
1,2190,"Each impact does not stay within one sector. Instead, it creates multimedia interlinkages: air pollution, water and sanitation pollution, and soil and land contamination. Can you identify the multimedia linkage for each of the impacts?  ",ผลกระทบแต่ละครั้งไม่ได้อยู่ภายในภาคส่วนเดียว แต่จะสร้างการเชื่อมโยงระหว่างมัลติมีเดียแทน: มลพิษทางอากาศ มลพิษทางน้ำและสุขาภิบาล และการปนเปื้อนในดินและที่ดิน คุณสามารถระบุการเชื่อมโยงมัลติมีเดียสำหรับผลกระทบแต่ละอย่างได้หรือไม่,Translated
